ClaimID,PolicyID,ClaimDate,ClaimType,ReportedDamage,NumParties,Description,ClaimComplexityLabel,FraudLabel
CLM-000783,POL-005960,2024/6/25 7:36,Theft/Comprehensive,3020.623555,2,"This claim involves a theft incident involving two vehicles, resulting in a loss of $3,020.62. Thankfully, no injuries were reported during the event.",Simple,0
CLM-000785,POL-005965,2023/8/15 4:38,Major Collision,1455.343586,1,"The accident involved a single vehicle with damage amounting to $1,455.34, but fortunately, there were no injuries reported. The collision was classified as a major incident, yet all occupants emerged unharmed.",Simple,0
CLM-000786,POL-005966,2023/5/4 8:41,Theft/Comprehensive,2379.844193,2,"This claim involves a theft incident with no injuries reported, impacting two vehicles. The total value of the damage amounts to $2,379.84.",Simple,0
CLM-000787,POL-005976,2024/11/7 22:10,Theft/Comprehensive,1730.333674,1,"This claim involves a theft incident related to a single vehicle, resulting in damages amounting to $1,730.33. Fortunately, no injuries were reported during this event.",Simple,0
CLM-000788,POL-005979,2024/1/14 3:15,Theft/Comprehensive,1808.018018,3,"This claim involves a theft incident affecting three vehicles, resulting in damages totaling $1,808.02. Thankfully, there were no injuries reported during this event.",Simple,0
CLM-000789,POL-006010,2024/3/27 0:15,Theft/Comprehensive,1572.180151,2,"This claim involves a theft incident affecting two vehicles with damages amounting to $1,572.18. Thankfully, there were no injuries reported in the occurrence.",Simple,0
CLM-000790,POL-006016,2024/4/1 0:13,Fender-Bender,7499.486319,1,"In a minor fender-bender, the vehicle sustained damages totaling $7,499.49, but fortunately, no injuries were reported. The incident involved only one vehicle, and all parties were unharmed.",Simple,0
CLM-000791,POL-006021,2023/3/29 3:47,Theft/Comprehensive,1791.722372,2,"This claim involves a theft incident with two vehicles affected, resulting in damages totaling $1,791.72. Fortunately, there were no injuries reported during the incident.",Simple,1
CLM-000793,POL-006024,2023/10/22 17:40,Theft/Comprehensive,950.3341161,2,"This claim pertains to a theft incident involving two vehicles, resulting in damages amounting to $950.33. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000794,POL-006027,2024/1/3 5:26,Fender-Bender,14632.62555,1,"This claim involves a fender-bender resulting in damage totaling $14,632.63 to a single vehicle, with no injuries reported. Thankfully, all parties involved were unharmed in the incident.",Simple,0
CLM-000796,POL-006039,2024/8/16 21:18,Fender-Bender,5724.624528,4,"This fender-bender involved four vehicles and resulted in damages totaling $5,724.62, but thankfully, there were no injuries reported. All parties are safe, and the focus is now on resolving the claim.",Moderate,0
CLM-000797,POL-006043,2024/6/2 7:27,Theft/Comprehensive,882.7653304,1,"This claim relates to a theft incident involving a single vehicle, resulting in damages totaling $882.77. Thankfully, there were no injuries reported during this event.",Simple,0
CLM-000798,POL-006059,2023/8/15 11:37,Theft/Comprehensive,3707.881658,2,"This claim involves a theft incident resulting in damages of $3,707.88 affecting two vehicles. Fortunately, there were no injuries reported in this situation.",Simple,0
CLM-000799,POL-006060,2023/5/2 2:58,Theft/Comprehensive,1066.662463,1,"This theft claim involves a single vehicle with damages amounting to $1,066.66. Fortunately, there were no injuries sustained during the incident.",Simple,1
CLM-000800,POL-006092,2023/5/16 6:19,Theft/Comprehensive,2052.845683,4,"This claim involves a theft incident affecting four vehicles, resulting in damages totaling $2,052.85. Fortunately, there were no injuries reported during this event.",Moderate,1
CLM-000802,POL-006117,2024/2/1 1:29,Theft/Comprehensive,3916.396488,1,"This claim pertains to a theft incident involving a single vehicle, resulting in a total loss of $3,916.40. Fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000805,POL-006125,2023/12/4 16:32,Fender-Bender,5994.135491,1,"In a fender-bender accident involving one vehicle, the damages amount to $5,994.14. Unfortunately, the incident also resulted in one or more injuries, highlighting the seriousness of the situation.",Moderate,0
CLM-000809,POL-006140,2023/8/25 21:47,Major Collision,9952.799775,1,"This claim arises from a major collision involving one vehicle, resulting in damages amounting to $9,952.80. Fortunately, there were no injuries reported in this incident.",Simple,1
CLM-000810,POL-006149,2023/12/20 9:44,Major Collision,38313.81303,5,"A major collision involving five vehicles has resulted in significant damages estimated at $38,313.81, along with multiple injuries to those involved. Emergency services were called to the scene to assist the injured parties, highlighting the serious nature of the accident.",Complex,0
CLM-000811,POL-006157,2024/2/14 0:56,Theft/Comprehensive,1872.536495,1,"This claim involves a theft of a single vehicle, resulting in damages amounting to $1,872.54. Thankfully, no injuries were reported in the incident.",Simple,1
CLM-000813,POL-006187,2023/12/25 5:08,Theft/Comprehensive,1126.060217,1,"This claim involves a theft incident with a single vehicle, resulting in damages totaling $1,126.06. Fortunately, there were no injuries associated with the theft.",Simple,0
CLM-000814,POL-006188,2024/5/12 0:31,Theft/Comprehensive,2108.492649,2,"This claim involves a theft incident resulting in damages totaling $2,108.49, affecting two vehicles. Thankfully, there were no injuries reported during the event.",Simple,0
CLM-000815,POL-006199,2023/10/4 0:22,Theft/Comprehensive,4722.620186,2,"This claim involves the theft of two vehicles, resulting in a total damage amount of $4,722.62. Fortunately, no injuries were reported during this incident.",Simple,0
CLM-000818,POL-006219,2023/8/26 9:38,Fender-Bender,7923.160034,2,"A fender-bender involving two vehicles resulted in substantial damages totaling $7,923.16, and unfortunately, one or more individuals sustained injuries during the incident. The situation underscores the importance of cautious driving to prevent such accidents.",Complex,0
CLM-000822,POL-006266,2023/10/12 1:37,Theft/Comprehensive,3220.450253,1,"A single vehicle was involved in a theft incident resulting in damages of $3,220.45. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000825,POL-006281,2023/10/2 1:44,Theft/Comprehensive,2110.948861,1,"This claim involves a theft of a single vehicle, resulting in a loss valued at $2,110.95. Fortunately, there were no injuries reported during the incident.",Simple,0
CLM-000826,POL-006282,2023/11/26 10:49,Theft/Comprehensive,716.0823347,2,"This claim involves the theft of two vehicles with damages amounting to $716.08. Fortunately, there were no injuries reported during the incident.",Simple,0
CLM-000827,POL-006295,2024/8/21 6:13,Fender-Bender,5541.040182,1,"This claim involves a fender-bender that resulted in damage totaling $5,541.04 to a single vehicle, with no injuries reported for anyone involved in the incident. The accident was minor, and thankfully, all parties emerged without harm.",Simple,0
CLM-000833,POL-006344,2024/5/23 4:19,Theft/Comprehensive,2195.864809,2,"This claim involves a theft incident resulting in damages amounting to $2,195.86, affecting two vehicles. Thankfully, there were no injuries reported during the event.",Simple,0
CLM-000834,POL-006348,2024/5/17 12:36,Theft/Comprehensive,1713.668517,1,"A theft incident resulted in damage totaling $1,713.67 to a single vehicle, but fortunately, no injuries were reported. The vehicle was the sole one involved in this unfortunate event.",Simple,0
CLM-000836,POL-006360,2024/2/10 19:52,Theft/Comprehensive,855.7429903,1,"This claim involves the theft of a single vehicle, resulting in damages amounting to $855.74. Thankfully, no injuries were reported during this incident, and the focus is on recovery from the theft.",Simple,0
CLM-000837,POL-006363,2024/3/17 7:01,Theft/Comprehensive,2318.568616,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages amounting to $2,318.57. Fortunately, there were no injuries reported during this occurrence.",Simple,0
CLM-000838,POL-006369,2024/3/8 4:49,Fender-Bender,6660.785002,1,"This claim involves a fender-bender resulting in damage estimated at $6,660.79 to one vehicle, with no injuries reported. Fortunately, all parties emerged unharmed from the incident.",Simple,0
CLM-000839,POL-006371,2023/12/16 14:47,Theft/Comprehensive,4000.979265,1,"This claim involves a single vehicle theft, resulting in damages totaling $4,000.98. Fortunately, there were no injuries reported during the incident.",Simple,0
CLM-000840,POL-006379,2024/5/22 4:49,Theft/Comprehensive,2890.895544,1,"This claim involves a theft incident where one vehicle was stolen, resulting in a total loss of $2,890.90. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000841,POL-006387,2024/1/13 10:10,Theft/Comprehensive,3312.924522,5,"This claim involves a theft incident affecting five vehicles, resulting in damages totaling $3,312.92. Fortunately, there were no injuries reported during the event.",Moderate,0
CLM-000842,POL-006388,2024/6/6 18:28,Theft/Comprehensive,2061.121735,1,"This claim involves a theft incident where a single vehicle was targeted, resulting in damages amounting to $2,061.12. Thankfully, no injuries were reported during the event.",Simple,0
CLM-000844,POL-006398,2023/12/3 20:57,Major Collision,10877.6789,4,"A major collision involving four vehicles resulted in significant damage totaling $10,877.68. Fortunately, there were no injuries reported in the incident.",Moderate,0
CLM-000845,POL-006402,2024/7/22 0:48,Theft/Comprehensive,3127.328037,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $3,127.33. Thankfully, there were no injuries reported during this incident.",Simple,0
CLM-000847,POL-006417,2023/6/20 10:36,Fender-Bender,7763.840461,1,"This claim involves a fender-bender that resulted in damage amounting to $7,763.84. Fortunately, there were no injuries reported in the incident, which involved only one vehicle.",Simple,0
CLM-000849,POL-006447,2024/10/6 7:46,Theft/Comprehensive,2618.744354,1,"This claim involves a theft incident where a single vehicle was targeted, resulting in damages amounting to $2,618.74. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000850,POL-006471,2023/7/7 2:09,Theft/Comprehensive,1835.686703,4,"This claim involves the theft of one vehicle, with a total damage amount of $1,835.69. Fortunately, no injuries were reported among the four vehicles involved in the incident.",Moderate,0
CLM-000855,POL-006526,2024/7/12 4:43,Theft/Comprehensive,1283.750326,2,"This claim involves a theft incident with damage totaling $1,283.75 affecting two vehicles, though fortunately, there were no injuries reported. The lack of injuries allows us to focus solely on resolving the damage incurred.",Simple,0
CLM-000856,POL-006528,2023/9/26 19:11,Theft/Comprehensive,1771.343178,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $1,771.34. Thankfully, no injuries were reported during the event.",Simple,0
CLM-000858,POL-006542,2024/1/6 4:35,Theft/Comprehensive,1212.925962,3,"This claim involves a theft incident affecting three vehicles, resulting in damages totaling $1,212.93. Thankfully, no injuries were reported during the event.",Simple,0
CLM-000861,POL-006564,2024/2/1 8:04,Theft/Comprehensive,2382.379492,5,"This theft claim involves five vehicles, with damages totaling $2,382.38. Fortunately, there were no injuries reported in the incident.",Moderate,0
CLM-000862,POL-006564,2024/7/16 8:04,Major Collision,2397.644041,2,"This major collision involved two vehicles and resulted in damages amounting to $2,397.64. Fortunately, there were no injuries reported in the accident.",Simple,0
CLM-000863,POL-006581,2024/6/27 4:30,Fender-Bender,4284.471852,2,"A minor fender-bender involving two vehicles resulted in damages totaling $4,284.47. Unfortunately, the accident also led to one or more individuals sustaining injuries.",Moderate,0
CLM-000864,POL-006582,2024/2/8 1:45,Fender-Bender,4161.605352,1,"This claim involves a fender-bender incident with one vehicle sustaining damages amounting to $4,161.61. Thankfully, there were no injuries reported in the accident.",Simple,0
CLM-000865,POL-006595,2023/11/29 10:39,Fender-Bender,7306.585382,3,"In this fender-bender involving three vehicles, the collision resulted in injuries to one or more individuals. The total estimated damage is $7,306.59.",Complex,0
CLM-000870,POL-006628,2024/1/5 21:34,Theft/Comprehensive,1366.834691,1,"This claim involves a single vehicle theft with damages totaling $1,366.83. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000871,POL-006649,2024/6/16 16:31,Major Collision,14082.7552,3,"This claim arises from a major collision involving three vehicles, resulting in significant damage totaling $14,082.76. Thankfully, there were no injuries reported in the incident.",Moderate,0
CLM-000872,POL-006649,2024/4/11 16:31,Fender-Bender,17185.16557,2,"This fender-bender involved two vehicles and resulted in significant damage amounting to $17,185.17; fortunately, there were no injuries reported.",Simple,0
CLM-000873,POL-006655,2023/10/17 8:50,Fender-Bender,9307.018704,1,"This fender-bender involved one vehicle and resulted in damage totaling $9,307.02. Fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000874,POL-006661,2023/7/27 15:54,Theft/Comprehensive,1167.85878,1,"This claim pertains to a theft involving a single vehicle, resulting in damages amounting to $1,167.86. Fortunately, there were no injuries reported during this incident.",Simple,0
CLM-000877,POL-006698,2023/10/10 20:25,Fender-Bender,13138.54871,2,"This fender-bender involved two vehicles and resulted in significant damages amounting to $13,138.55. Thankfully, there were no injuries reported in the accident.",Simple,0
CLM-000880,POL-006714,2023/9/20 19:54,Theft/Comprehensive,3575.501887,1,"This claim involves a theft, with damages amounting to $3,575.50 for a single vehicle. Fortunately, no injuries were reported in the incident.",Simple,1
CLM-000881,POL-006720,2024/9/14 20:20,Theft/Comprehensive,4697.008859,3,"This claim is for a theft incident involving three vehicles, resulting in damages totaling $4,697.01. Fortunately, there were no injuries reported in the event.",Simple,0
CLM-000883,POL-006737,2024/2/1 0:13,Theft/Comprehensive,1166.47453,5,"This claim pertains to a theft incident involving five vehicles, resulting in damages totaling $1,166.47. Thankfully, there were no injuries reported during this incident.",Moderate,0
CLM-000884,POL-006737,2024/6/27 0:13,Fender-Bender,7983.115048,1,"A fender-bender resulted in damage amounting to $7,983.12 to the vehicle involved, but fortunately, there were no injuries reported in the incident. The driver is seeking compensation for the repair costs.",Simple,0
CLM-000887,POL-006765,2023/4/12 8:40,Theft/Comprehensive,4066.937472,1,"This claim involves a theft incident resulting in damages amounting to $4,066.94 for a single vehicle. Thankfully, there were no injuries reported during this event.",Simple,0
CLM-000892,POL-006788,2023/12/21 5:18,Theft/Comprehensive,4549.656296,1,"This claim concerns a theft incident involving a single vehicle, resulting in damages amounting to $4,549.66. Thankfully, no injuries were reported during this event.",Simple,0
CLM-000895,POL-006811,2024/4/4 9:36,Fender-Bender,11158.41577,1,"The accident resulted in a fender-bender with damages totaling $11,158.42, but fortunately, no injuries were reported. Only one vehicle was involved in this incident.",Simple,0
CLM-000896,POL-006811,2024/1/30 9:36,Theft/Comprehensive,913.727399,1,"This claim involves a theft incident resulting in damages totaling $913.73 to a single vehicle, with no injuries reported. The owner is seeking compensation for the comprehensive loss.",Simple,0
CLM-000897,POL-006823,2024/11/5 7:49,Theft/Comprehensive,5296.289283,2,"This claim involves a theft incident affecting two vehicles, resulting in damages amounting to $5,296.29. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000898,POL-006823,2024/1/4 7:49,Fender-Bender,5359.192967,2,"This claim pertains to a fender-bender involving two vehicles, resulting in damages amounting to $5,359.19. Fortunately, there were no injuries reported in the incident.",Simple,1
CLM-000899,POL-006865,2024/3/5 11:54,Theft/Comprehensive,1219.430196,1,"This claim involves a theft incident resulting in damage valued at $1,219.43 to a single vehicle. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000900,POL-006865,2024/7/11 11:54,Fender-Bender,8779.539361,1,"This claim is for a fender-bender involving one vehicle, resulting in damage totaling $8,779.54. Fortunately, there were no injuries reported in the incident.",Simple,1
CLM-000903,POL-006918,2024/5/12 15:55,Theft/Comprehensive,1156.542862,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages totaling $1,156.54. Thankfully, no injuries were sustained during the incident.",Simple,0
CLM-000904,POL-006918,2023/10/10 15:55,Theft/Comprehensive,1901.637936,1,"There were no injuries reported in this theft incident, which involved a single vehicle. The total value of the stolen property amounts to $1,901.64.",Simple,0
CLM-000905,POL-006921,2023/5/18 22:55,Fender-Bender,2316.685593,2,"A minor fender-bender involving two vehicles resulted in damages totaling $2,316.69. Fortunately, there were no injuries reported from the incident.",Simple,0
CLM-000906,POL-006921,2023/7/7 22:55,Fender-Bender,4227.715655,2,"A minor fender-bender involving two vehicles resulted in damages amounting to $4,227.72, with no injuries reported. Fortunately, all parties involved walked away unharmed from the incident.",Simple,0
CLM-000907,POL-006925,2023/2/17 13:37,Fender-Bender,13488.88613,2,"This claim involves a fender-bender with two vehicles, resulting in significant damage totaling $13,488.89. Fortunately, no injuries were reported in the accident.",Simple,0
CLM-000909,POL-006943,2024/5/30 4:54,Theft/Comprehensive,704.803961,1,"A theft incident resulted in damages amounting to $704.80 for a single vehicle. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000910,POL-006943,2023/8/16 4:54,Theft/Comprehensive,2031.277951,1,"This claim involves a theft of a single vehicle, resulting in damage totaling $2,031.28. Fortunately, there were no injuries reported during the incident.",Simple,1
CLM-000911,POL-006945,2024/9/12 3:42,Theft/Comprehensive,921.7295451,3,"This claim involves a theft incident affecting three vehicles, resulting in damages totaling $921.73. Thankfully, no injuries were reported during the incident.",Simple,0
CLM-000912,POL-006949,2023/10/16 8:08,Theft/Comprehensive,842.7277096,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $842.73. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000914,POL-006964,2023/8/25 5:20,Theft/Comprehensive,623.8090932,2,"This claim involves a theft incident affecting two vehicles, resulting in damage valued at $623.81. Thankfully, there were no injuries reported during the event.",Simple,0
CLM-000915,POL-006982,2024/1/5 19:52,Theft/Comprehensive,1084.302476,3,"This claim involves a theft incident resulting in damages of $1,084.30, affecting three vehicles. Fortunately, there were no injuries reported during this incident.",Simple,0
CLM-000916,POL-007004,2023/4/12 22:14,Fender-Bender,8824.973569,2,"This fender-bender involved two vehicles and resulted in damages totaling $8,824.97, but fortunately, there were no injuries reported. While the impact caused significant damages, all parties were unharmed in the accident.",Simple,0
CLM-000917,POL-007013,2023/3/9 4:55,Fender-Bender,11856.74279,2,"This fender-bender involving two vehicles resulted in significant damage amounting to $11,856.74, but thankfully, there were no injuries reported. The drivers managed to exchange information without any physical harm.",Simple,0
CLM-000920,POL-007036,2024/10/15 5:36,Fender-Bender,4908.55712,1,"The accident resulted in a fender-bender with damage estimated at $4,908.56, but fortunately, no injuries were reported. Only one vehicle was involved in this incident.",Simple,0
CLM-000921,POL-007058,2023/3/31 9:41,Theft/Comprehensive,1889.483215,1,"This claim involves a theft incident affecting a single vehicle, resulting in damages totaling $1,889.48. Thankfully, there were no injuries reported related to this incident.",Simple,0
CLM-000922,POL-007058,2023/6/30 9:41,Fender-Bender,10120.82104,2,"A fender-bender involving two vehicles resulted in significant damage amounting to $10,120.82; fortunately, there were no injuries reported in the incident.",Simple,0
CLM-000923,POL-007066,2024/1/20 23:29,Theft/Comprehensive,1937.519627,1,"This claim involves the theft of a single vehicle, resulting in damages totaling $1,937.52. Fortunately, there were no injuries reported during the incident.",Simple,0
CLM-000933,POL-007138,2023/9/17 7:22,Theft/Comprehensive,1405.625575,2,"This claim pertains to a theft incident involving two vehicles, resulting in a loss valued at $1,405.63. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000935,POL-007150,2023/9/12 1:51,Theft/Comprehensive,1355.691787,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $1,355.69. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000938,POL-007175,2024/4/22 11:47,Theft/Comprehensive,2641.053908,1,"This claim pertains to a theft incident involving one vehicle, resulting in damages totaling $2,641.05. Thankfully, no injuries were reported during the occurrence.",Simple,0
CLM-000939,POL-007177,2024/3/5 21:46,Theft/Comprehensive,2612.187824,2,"This claim involves a theft incident resulting in damages totaling $2,612.19 across two vehicles. Fortunately, there were no injuries reported during the incident.",Simple,0
CLM-000940,POL-007177,2024/6/15 21:46,Fender-Bender,3350.764037,1,"In a recent fender-bender, the single vehicle involved sustained damages amounting to $3,350.76. Unfortunately, the accident also led to one or more injuries, highlighting the severity of the collision.",Moderate,1
CLM-000943,POL-007231,2024/7/6 9:43,Fender-Bender,3209.519464,2,"This fender-bender involved two vehicles and resulted in damages totaling $3,209.52, fortunately with no injuries reported. Both drivers were unharmed, allowing for a smooth exchange of insurance information after the incident.",Simple,0
CLM-000946,POL-007271,2023/9/25 11:40,Fender-Bender,3583.878922,1,"This claim involves a minor fender-bender with only one vehicle, resulting in damages amounting to $3,583.88. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000947,POL-007277,2023/9/10 4:30,Fender-Bender,9713.403851,4,"A fender-bender involving four vehicles resulted in significant damage totaling $9,713.40; fortunately, no injuries were reported in this incident. The accident, while causing extensive repairs, did not affect the health of those involved.",Moderate,0
CLM-000948,POL-007281,2023/12/1 17:25,Theft/Comprehensive,2705.708193,1,"This claim involves the theft of a single vehicle valued at $2,705.71. Fortunately, no injuries were sustained during the incident.",Simple,0
CLM-000950,POL-007292,2024/5/19 8:20,Fender-Bender,4765.82805,1,"This claim involves a fender-bender causing damage estimated at $4,765.83 to a single vehicle, with no injuries reported. Fortunately, all parties walked away unharmed from the incident.",Simple,0
CLM-000952,POL-007296,2023/7/8 19:31,Theft/Comprehensive,4529.576406,2,"This claim involves a theft incident with two vehicles, resulting in damage totaling $4,529.58. Thankfully, no injuries occurred during the event.",Simple,0
CLM-000953,POL-007307,2023/8/12 12:16,Theft/Comprehensive,4043.266546,2,"This claim involves a theft incident resulting in damages totaling $4,043.27, affecting two vehicles. Fortunately, there were no injuries reported during this incident.",Simple,0
CLM-000955,POL-007318,2023/10/12 4:55,Fender-Bender,1744.479479,1,"This claim involves a fender-bender with damage totaling $1,744.48 to a single vehicle, and fortunately, no injuries were reported in the incident.",Simple,0
CLM-000956,POL-007323,2024/5/5 22:40,Fender-Bender,12126.52075,2,"In a fender-bender involving two vehicles, the impact resulted in several injuries alongside significant vehicle damage amounting to $12,126.52. The situation underscores the importance of careful driving to prevent such incidents.",Complex,0
CLM-000960,POL-007379,2024/4/6 1:44,Theft/Comprehensive,3906.770799,1,"This claim pertains to a theft incident involving a single vehicle, resulting in damages amounting to $3,906.77. Fortunately, there were no injuries reported during the event.",Simple,0
CLM-000961,POL-007388,2023/9/3 23:06,Theft/Comprehensive,2585.139926,1,"This claim involves a theft of a single vehicle, with damages totaling $2,585.14. Fortunately, no injuries were reported during the incident.",Simple,0
CLM-000963,POL-007424,2023/11/3 0:55,Theft/Comprehensive,4260.628618,3,"This claim pertains to a theft incident involving three vehicles, resulting in damages amounting to $4,260.63. Fortunately, there were no injuries reported during the incident.",Moderate,0
CLM-000965,POL-007433,2024/1/25 6:37,Theft/Comprehensive,575.2289235,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $575.23. Thankfully, no injuries were reported in the accident.",Simple,0
CLM-000966,POL-007433,2023/8/27 6:37,Theft/Comprehensive,3057.63886,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $3,057.64. Fortunately, there were no injuries reported in this event.",Simple,1
CLM-000968,POL-007454,2024/2/2 22:05,Theft/Comprehensive,2040.83369,1,"This claim involves the theft of a single vehicle, with damages amounting to $2,040.83. Fortunately, no injuries occurred during the incident.",Simple,0
CLM-000969,POL-007456,2024/2/21 15:31,Major Collision,9493.533737,5,"A major collision involving five vehicles resulted in significant damages totaling $9,493.53, and there were reported injuries among the parties involved. The severity of the incident underscores the importance of safe driving practices.",Complex,0
CLM-000970,POL-007471,2024/1/11 3:05,Theft/Comprehensive,3909.910582,2,"This claim involves a theft incident resulting in damages totaling $3,909.91 across two vehicles. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000971,POL-007480,2024/1/15 19:49,Fender-Bender,3417.177179,2,"A minor fender-bender involving two vehicles resulted in damages totaling $3,417.18. Fortunately, no injuries were reported in this incident.",Simple,0
CLM-000972,POL-007482,2023/10/23 3:40,Theft/Comprehensive,3024.241345,2,"This claim involves a theft incident resulting in a loss of $3,024.24, affecting two vehicles. Fortunately, no injuries were reported during the event.",Simple,0
CLM-000979,POL-007535,2023/8/29 4:57,Fender-Bender,3239.100937,2,"This was a fender-bender involving two vehicles, resulting in damage totaling $3,239.10. Fortunately, there were no injuries reported from the incident.",Simple,1
CLM-000980,POL-007541,2024/2/23 14:37,Theft/Comprehensive,2989.224463,5,"This claim involves a theft incident resulting in a comprehensive damage assessment of $2,989.22 across five vehicles. Fortunately, there were no injuries reported during this event.",Moderate,1
CLM-000981,POL-007564,2023/8/17 11:17,Theft/Comprehensive,4601.625918,1,"This claim involves the theft of a single vehicle, resulting in a total loss of $4,601.63. Fortunately, there were no injuries reported in this incident.",Simple,0
CLM-000985,POL-007581,2024/9/14 0:00,Major Collision,3800.926108,2,"This major collision involved two vehicles and resulted in damages totaling $3,800.93. Regrettably, the accident also led to one or more injuries.",Moderate,0
CLM-000986,POL-007588,2023/10/3 22:27,Theft/Comprehensive,1618.943249,2,"This theft incident involved two vehicles, resulting in a total damage of $1,618.94, but fortunately, no injuries were reported. The situation is being documented under comprehensive coverage.",Simple,0
CLM-000990,POL-007627,2024/8/22 17:54,Fender-Bender,3230.188446,1,"This insurance claim pertains to a fender-bender incident involving one vehicle, resulting in damages totaling $3,230.19. Fortunately, no injuries were reported during the accident.",Simple,0
CLM-000991,POL-007638,2023/11/12 22:51,Theft/Comprehensive,3280.900884,1,"This claim involves a theft incident resulting in damage valued at $3,280.90 to a single vehicle, with no injuries reported. The focus remains on the vehicle's damage, as all parties are unharmed.",Simple,0
CLM-000992,POL-007652,2024/2/1 6:49,Theft/Comprehensive,2381.316064,1,"This claim pertains to a theft incident involving one vehicle, resulting in damages amounting to $2,381.32. Fortunately, there were no injuries reported during this event.",Simple,0
CLM-000993,POL-007660,2024/1/23 23:23,Theft/Comprehensive,1445.278561,2,"This claim pertains to a theft incident involving two vehicles, resulting in damages totaling $1,445.28. Thankfully, no injuries were reported during this unfortunate event.",Simple,1
CLM-000994,POL-007660,2024/7/14 23:23,Fender-Bender,4250.963901,1,"In a recent fender-bender, one vehicle sustained damages amounting to $4,250.96, and unfortunately, there were injuries reported as a result of the accident. The circumstances of the incident have left those involved shaken and seeking appropriate care.",Moderate,0
CLM-000995,POL-007660,2023/11/10 23:23,Theft/Comprehensive,4063.832567,1,"This claim involves a theft incident resulting in damages of $4,063.83 to a single vehicle. Thankfully, no injuries were sustained during the event.",Simple,1
CLM-000996,POL-007668,2024/8/31 19:44,Fender-Bender,8101.267128,1,"This fender-bender resulted in significant damage amounting to $8,101.27, but fortunately, no injuries were reported for the single vehicle involved in the incident. The car sustained serious impacts, yet everyone remained unharmed.",Simple,0
CLM-000999,POL-007677,2023/4/5 0:48,Theft/Comprehensive,1305.7037,1,"This claim involves a theft of a single vehicle, resulting in a loss of $1,305.70. Thankfully, there were no injuries reported during the incident.",Simple,1
CLM-001003,POL-007701,2023/12/4 22:29,Fender-Bender,8828.083707,1,"In a recent fender-bender, one vehicle sustained significant damage amounting to $8,828.08, and unfortunately, the accident resulted in one or more injuries. The incident underscores the serious implications of even minor collisions.",Moderate,0
CLM-001004,POL-007708,2023/9/11 14:10,Theft/Comprehensive,2480.406202,2,"This claim involves a theft incident resulting in damages totaling $2,480.41, affecting two vehicles. Fortunately, there were no injuries reported.",Simple,1
CLM-001005,POL-007722,2023/9/20 4:37,Theft/Comprehensive,4435.007229,1,"This claim involves a theft incident resulting in damage valued at $4,435.01 to a single vehicle. Thankfully, no injuries were reported during the occurrence.",Simple,0
CLM-001006,POL-007726,2024/5/4 10:48,Theft/Comprehensive,908.1661654,4,"This claim relates to a theft incident involving four vehicles, resulting in damages amounting to $908.17. Thankfully, there were no injuries reported during this occurrence.",Moderate,0
CLM-001014,POL-007770,2024/4/22 4:05,Theft/Comprehensive,1634.119552,2,"This claim involves a theft incident affecting two vehicles, resulting in damages totaling $1,634.12. Thankfully, there were no injuries reported during the event.",Simple,0
CLM-001015,POL-007783,2023/10/20 6:37,Theft/Comprehensive,1731.829448,1,"This claim involves a theft incident affecting a single vehicle, resulting in damage valued at $1,731.83. Fortunately, no injuries were reported during the event.",Simple,0
CLM-001016,POL-007788,2023/3/22 12:26,Theft/Comprehensive,2388.176759,1,"This claim involves the theft of a single vehicle, resulting in damages totaling $2,388.18. Thankfully, no injuries were reported during the incident.",Simple,0
CLM-001017,POL-007788,2024/1/2 12:26,Fender-Bender,1478.439332,2,"This fender-bender involved two vehicles and resulted in damage totaling $1,478.44. Thankfully, there were no injuries reported following the incident.",Simple,1
CLM-001018,POL-007795,2024/5/5 0:23,Major Collision,12429.38846,2,"This major collision involved two vehicles and resulted in significant damage amounting to $12,429.39. Fortunately, there were no injuries reported for anyone involved in the incident.",Simple,0
CLM-001019,POL-007795,2024/4/20 0:23,Fender-Bender,2314.565945,1,"This claim involves a fender-bender that caused $2,314.57 in damage to a single vehicle. Thankfully, there were no injuries reported in the incident.",Simple,0
